,LAST UPDATED_x,FREQUENCY_x,PERIOD BEGIN,PERIOD END_x,REGION ID,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY (%),MEDIAN SALE PRICE NSA ($),MEDIAN SALE PRICE NSA YOY (%),MEDIAN DAYS ON MARKET (DAYS)_x,MEDIAN DAYS ON MARKET YOY (DAYS),NEW LISTINGS,NEW LISTINGS YOY (%),ACTIVE LISTINGS_x,ACTIVE LISTINGS YOY (%),PENDING SALES_x,PENDING SALES YOY (%),MEDIAN NEW LISTING PRICE PER SQ.FT. ($),MEDIAN NEW LISTING PRICE PER SQ.FT. YOY (%),LAST UPDATED_y,FREQUENCY_y,PERIOD END_y,PRICE BUCKET,MEDIAN SALE PRICE ($),MEDIAN DAYS ON MARKET (DAYS)_y,ACTIVE LISTINGS_y,PENDING SALES_y
1533,2026-09-03,Monthly,2025-02-01,2025-02-28,3,State,Alaska,634.0,1.76,387000.0,7.5,28.0,5.0,837.0,11.96,2713.0,16.45,810.0,10.31,241.41,5.77,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,405043,30,441,587
1534,2026-09-03,Monthly,2025-02-01,2025-02-28,5,State,Arizona,8235.0,4.93,445000.0,2.49,60.0,9.0,11229.0,12.68,45901.0,26.15,10042.0,3.08,260.09,-0.15,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1791594,62,3998,1814
1535,2026-09-03,Monthly,2025-02-01,2025-02-28,5,State,Arizona,8235.0,4.93,445000.0,2.49,60.0,9.0,11229.0,12.68,45901.0,26.15,10042.0,3.08,260.09,-0.15,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,444032,61,13409,9158
1536,2026-09-03,Monthly,2025-02-01,2025-02-28,7,State,Arkansas,3073.0,0.34,250000.0,4.6,52.0,9.0,4070.0,5.4,16628.0,16.22,3559.0,0.3,152.74,1.46,2026-08-15,Rolling 3 months,2025-04-30,Luxury,893577,88,1306,519
1537,2026-09-03,Monthly,2025-02-01,2025-02-28,7,State,Arkansas,3073.0,0.34,250000.0,4.6,52.0,9.0,4070.0,5.4,16628.0,16.22,3559.0,0.3,152.74,1.46,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,244559,54,3997,3069
1538,2026-09-03,Monthly,2025-02-01,2025-02-28,9,State,California,23693.0,5.71,745000.0,4.2,36.0,6.0,31506.0,14.3,107982.0,29.52,27581.0,8.48,474.3,2.78,2026-08-15,Rolling 3 months,2025-04-30,Luxury,3281330,43,9638,4287
1539,2026-09-03,Monthly,2025-02-01,2025-02-28,9,State,California,23693.0,5.71,745000.0,4.2,36.0,6.0,31506.0,14.3,107982.0,29.52,27581.0,8.48,474.3,2.78,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,820127,31,26839,22847
1540,2026-09-03,Monthly,2025-02-01,2025-02-28,11,State,Colorado,7373.0,-2.21,545000.0,1.88,48.0,9.0,10029.0,11.0,36490.0,22.68,8714.0,2.7,270.68,-0.6,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1774337,44,2609,1434
1541,2026-09-03,Monthly,2025-02-01,2025-02-28,11,State,Colorado,7373.0,-2.21,545000.0,1.88,48.0,9.0,10029.0,11.0,36490.0,22.68,8714.0,2.7,270.68,-0.6,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,559680,41,8487,7569
1542,2026-09-03,Monthly,2025-02-01,2025-02-28,17,State,Columbia,596.0,6.51,649900.0,10.34,55.0,9.0,886.0,5.19,3722.0,17.51,570.0,-12.72,506.56,2.1,2026-08-15,Rolling 3 months,2025-04-30,Luxury,2134256,32,380,227
1543,2026-09-03,Monthly,2025-02-01,2025-02-28,17,State,Columbia,596.0,6.51,649900.0,10.34,55.0,9.0,886.0,5.19,3722.0,17.51,570.0,-12.72,506.56,2.1,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,569961,69,861,389
1544,2026-09-03,Monthly,2025-02-01,2025-02-28,13,State,Connecticut,3239.0,7.92,387750.0,9.23,37.0,2.0,3688.0,10.82,10480.0,1.68,3622.0,0.08,240.27,9.43,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1299126,62,870,505
1545,2026-09-03,Monthly,2025-02-01,2025-02-28,13,State,Connecticut,3239.0,7.92,387750.0,9.23,37.0,2.0,3688.0,10.82,10480.0,1.68,3622.0,0.08,240.27,9.43,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,385412,39,2470,2855
1546,2026-09-03,Monthly,2025-02-01,2025-02-28,15,State,Delaware,1245.0,8.3,390000.0,5.12,42.0,6.0,1442.0,7.84,4934.0,16.47,1351.0,13.95,217.65,5.68,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1257135,48,357,228
1547,2026-09-03,Monthly,2025-02-01,2025-02-28,15,State,Delaware,1245.0,8.3,390000.0,5.12,42.0,6.0,1442.0,7.84,4934.0,16.47,1351.0,13.95,217.65,5.68,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,372125,44,1423,1209
1548,2026-09-03,Monthly,2025-02-01,2025-02-28,19,State,Florida,29502.0,-5.24,386000.0,-0.11,68.0,13.0,46248.0,2.32,226460.0,20.45,34568.0,-6.92,243.34,-1.0,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1725724,68,18508,6165
1549,2026-09-03,Monthly,2025-02-01,2025-02-28,19,State,Florida,29502.0,-5.24,386000.0,-0.11,68.0,13.0,46248.0,2.32,226460.0,20.45,34568.0,-6.92,243.34,-1.0,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,394635,70,60920,32808
1550,2026-09-03,Monthly,2025-02-01,2025-02-28,21,State,Georgia,10977.0,-1.86,350000.0,0.0,56.0,15.0,15534.0,0.68,61480.0,18.54,12426.0,-8.11,183.1,1.0,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1246132,53,4255,2012
1551,2026-09-03,Monthly,2025-02-01,2025-02-28,21,State,Georgia,10977.0,-1.86,350000.0,0.0,56.0,15.0,15534.0,0.68,61480.0,18.54,12426.0,-8.11,183.1,1.0,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,376572,59,15229,10554
1552,2026-09-03,Monthly,2025-02-01,2025-02-28,25,State,Hawaii,965.0,-8.99,737350.0,0.32,89.0,15.0,1473.0,15.84,7862.0,28.34,1226.0,-0.78,691.6,-0.42,2026-08-15,Rolling 3 months,2025-04-30,Luxury,3826406,113,625,194
1553,2026-09-03,Monthly,2025-02-01,2025-02-28,25,State,Hawaii,965.0,-8.99,737350.0,0.32,89.0,15.0,1473.0,15.84,7862.0,28.34,1226.0,-0.78,691.6,-0.42,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,719843,98,2291,1075
1554,2026-09-03,Monthly,2025-02-01,2025-02-28,27,State,Idaho,2541.0,12.89,451733.0,1.74,48.0,5.0,3032.0,17.62,11798.0,14.62,2555.0,9.27,260.92,0.31,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1350331,111,995,371
1555,2026-09-03,Monthly,2025-02-01,2025-02-28,27,State,Idaho,2541.0,12.89,451733.0,1.74,48.0,5.0,3032.0,17.62,11798.0,14.62,2555.0,9.27,260.92,0.31,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,475794,54,2934,2233
1556,2026-09-03,Monthly,2025-02-01,2025-02-28,29,State,Illinois,11914.0,5.44,282000.0,5.42,49.0,3.0,13799.0,5.01,44774.0,7.57,13179.0,4.38,182.92,6.02,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1295106,60,3041,2105
1557,2026-09-03,Monthly,2025-02-01,2025-02-28,29,State,Illinois,11914.0,5.44,282000.0,5.42,49.0,3.0,13799.0,5.01,44774.0,7.57,13179.0,4.38,182.92,6.02,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,325348,49,11032,11444
1558,2026-09-03,Monthly,2025-02-01,2025-02-28,31,State,Indiana,6935.0,2.35,254000.0,5.88,32.0,5.0,8392.0,5.77,24977.0,13.78,7958.0,-1.45,149.54,4.86,2026-08-15,Rolling 3 months,2025-04-30,Luxury,799881,40,1600,1143
1559,2026-09-03,Monthly,2025-02-01,2025-02-28,31,State,Indiana,6935.0,2.35,254000.0,5.88,32.0,5.0,8392.0,5.77,24977.0,13.78,7958.0,-1.45,149.54,4.86,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,269367,37,6000,6996
1560,2026-09-03,Monthly,2025-02-01,2025-02-28,33,State,Iowa,3284.0,9.78,220000.0,2.33,40.0,6.0,3697.0,-0.28,13391.0,16.78,3398.0,0.77,153.96,1.45,2026-08-15,Rolling 3 months,2025-04-30,Luxury,721316,105,890,440
1561,2026-09-03,Monthly,2025-02-01,2025-02-28,33,State,Iowa,3284.0,9.78,220000.0,2.33,40.0,6.0,3697.0,-0.28,13391.0,16.78,3398.0,0.77,153.96,1.45,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,257046,43,2697,2637
1562,2026-09-03,Monthly,2025-02-01,2025-02-28,35,State,Kansas,2649.0,-3.63,269900.0,7.96,28.0,0.0,3164.0,2.66,9705.0,5.75,2999.0,-1.97,142.51,0.28,2026-08-15,Rolling 3 months,2025-04-30,Luxury,857906,50,837,575
1563,2026-09-03,Monthly,2025-02-01,2025-02-28,35,State,Kansas,2649.0,-3.63,269900.0,7.96,28.0,0.0,3164.0,2.66,9705.0,5.75,2999.0,-1.97,142.51,0.28,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,259326,22,2063,2597
1564,2026-09-03,Monthly,2025-02-01,2025-02-28,37,State,Kentucky,3795.0,3.31,260000.0,4.0,44.0,7.0,4814.0,2.87,16543.0,13.65,4518.0,4.19,164.08,3.6,2026-08-15,Rolling 3 months,2025-04-30,Luxury,814472,58,1115,584
1565,2026-09-03,Monthly,2025-02-01,2025-02-28,37,State,Kentucky,3795.0,3.31,260000.0,4.0,44.0,7.0,4814.0,2.87,16543.0,13.65,4518.0,4.19,164.08,3.6,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,271910,43,3549,3526
1566,2026-09-03,Monthly,2025-02-01,2025-02-28,39,State,Louisiana,3356.0,-0.47,247500.0,5.32,65.0,2.0,4583.0,5.8,21007.0,3.52,3931.0,6.22,147.03,2.75,2026-08-15,Rolling 3 months,2025-04-30,Luxury,802199,90,1678,677
1567,2026-09-03,Monthly,2025-02-01,2025-02-28,39,State,Louisiana,3356.0,-0.47,247500.0,5.32,65.0,2.0,4583.0,5.8,21007.0,3.52,3931.0,6.22,147.03,2.75,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,244345,68,5604,3492
1568,2026-09-03,Monthly,2025-02-01,2025-02-28,41,State,Maine,1500.0,3.0,389000.0,9.73,51.0,6.0,1874.0,1.42,6998.0,11.14,1690.0,-3.48,273.19,7.18,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1612917,74,340,132
1569,2026-09-03,Monthly,2025-02-01,2025-02-28,41,State,Maine,1500.0,3.0,389000.0,9.73,51.0,6.0,1874.0,1.42,6998.0,11.14,1690.0,-3.48,273.19,7.18,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,481299,46,950,872
1570,2026-09-03,Monthly,2025-02-01,2025-02-28,43,State,Maryland,5780.0,1.32,405000.0,1.5,33.0,6.0,7167.0,5.22,20503.0,11.98,6489.0,-2.1,230.7,4.61,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1402584,30,1087,799
1571,2026-09-03,Monthly,2025-02-01,2025-02-28,43,State,Maryland,5780.0,1.32,405000.0,1.5,33.0,6.0,7167.0,5.22,20503.0,11.98,6489.0,-2.1,230.7,4.61,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,435985,33,5428,5802
1572,2026-09-03,Monthly,2025-02-01,2025-02-28,45,State,Massachusetts,5443.0,7.53,590000.0,7.27,23.0,2.0,6792.0,10.45,17540.0,7.06,5879.0,0.34,374.19,6.74,2026-08-15,Rolling 3 months,2025-04-30,Luxury,2435106,37,1735,994
1573,2026-09-03,Monthly,2025-02-01,2025-02-28,45,State,Massachusetts,5443.0,7.53,590000.0,7.27,23.0,2.0,6792.0,10.45,17540.0,7.06,5879.0,0.34,374.19,6.74,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,665615,22,3943,4773
1574,2026-09-03,Monthly,2025-02-01,2025-02-28,47,State,Michigan,10058.0,1.64,250000.0,6.38,30.0,5.0,11901.0,1.19,36400.0,8.99,10990.0,2.6,163.25,5.82,2026-08-15,Rolling 3 months,2025-04-30,Luxury,860566,38,2212,1308
1575,2026-09-03,Monthly,2025-02-01,2025-02-28,47,State,Michigan,10058.0,1.64,250000.0,6.38,30.0,5.0,11901.0,1.19,36400.0,8.99,10990.0,2.6,163.25,5.82,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,261173,28,7191,8185
1576,2026-09-03,Monthly,2025-02-01,2025-02-28,49,State,Minnesota,5909.0,1.91,345000.0,4.55,32.0,3.0,6603.0,-3.95,16303.0,4.19,6228.0,-1.85,190.94,1.58,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1116191,57,1589,924
1577,2026-09-03,Monthly,2025-02-01,2025-02-28,49,State,Minnesota,5909.0,1.91,345000.0,4.55,32.0,3.0,6603.0,-3.95,16303.0,4.19,6228.0,-1.85,190.94,1.58,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,368063,28,4295,4964
1578,2026-09-03,Monthly,2025-02-01,2025-02-28,51,State,Mississippi,1865.0,-0.19,254250.0,1.9,50.0,12.0,2518.0,-0.91,10266.0,8.91,2322.0,0.27,146.11,2.57,2026-08-15,Rolling 3 months,2025-04-30,Luxury,687274,93,888,337
1579,2026-09-03,Monthly,2025-02-01,2025-02-28,51,State,Mississippi,1865.0,-0.19,254250.0,1.9,50.0,12.0,2518.0,-0.91,10266.0,8.91,2322.0,0.27,146.11,2.57,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,255449,44,2420,2113
1580,2026-09-03,Monthly,2025-02-01,2025-02-28,2,State,Missouri,6450.0,0.63,256000.0,7.11,33.0,5.0,7794.0,1.63,25609.0,10.82,7629.0,-0.73,159.24,4.11,2026-08-15,Rolling 3 months,2025-04-30,Luxury,847504,51,1433,945
1581,2026-09-03,Monthly,2025-02-01,2025-02-28,2,State,Missouri,6450.0,0.63,256000.0,7.11,33.0,5.0,7794.0,1.63,25609.0,10.82,7629.0,-0.73,159.24,4.11,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,276935,30,5120,6198
1582,2026-09-03,Monthly,2025-02-01,2025-02-28,4,State,Montana,972.0,-2.77,510000.0,7.37,80.0,8.0,1161.0,-9.64,6620.0,7.66,1164.0,-4.55,276.71,-1.48,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1454947,179,454,154
1583,2026-09-03,Monthly,2025-02-01,2025-02-28,4,State,Montana,972.0,-2.77,510000.0,7.37,80.0,8.0,1161.0,-9.64,6620.0,7.66,1164.0,-4.55,276.71,-1.48,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,501587,99,1189,807
1584,2026-09-03,Monthly,2025-02-01,2025-02-28,6,State,Nebraska,1883.0,11.08,287250.0,4.45,27.0,6.0,1999.0,-4.75,6197.0,8.42,1747.0,-1.37,159.37,4.41,2026-08-15,Rolling 3 months,2025-04-30,Luxury,776527,64,577,306
1585,2026-09-03,Monthly,2025-02-01,2025-02-28,6,State,Nebraska,1883.0,11.08,287250.0,4.45,27.0,6.0,1999.0,-4.75,6197.0,8.42,1747.0,-1.37,159.37,4.41,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,297518,24,1407,1646
1586,2026-09-03,Monthly,2025-02-01,2025-02-28,8,State,Nevada,3618.0,3.01,455000.0,3.41,47.0,9.0,4736.0,12.56,17421.0,24.19,4058.0,-0.25,268.59,2.96,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1532979,70,1647,707
1587,2026-09-03,Monthly,2025-02-01,2025-02-28,8,State,Nevada,3618.0,3.01,455000.0,3.41,47.0,9.0,4736.0,12.56,17421.0,24.19,4058.0,-0.25,268.59,2.96,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,449827,47,4350,3679
1588,2026-09-03,Monthly,2025-02-01,2025-02-28,10,State,New Hampshire,1524.0,4.56,480000.0,6.67,36.0,3.0,1689.0,4.67,5070.0,9.07,1597.0,1.01,287.53,7.32,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1425496,68,339,188
1589,2026-09-03,Monthly,2025-02-01,2025-02-28,10,State,New Hampshire,1524.0,4.56,480000.0,6.67,36.0,3.0,1689.0,4.67,5070.0,9.07,1597.0,1.01,287.53,7.32,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,503417,35,977,1104
1590,2026-09-03,Monthly,2025-02-01,2025-02-28,12,State,New Jersey,7422.0,4.79,494500.0,7.5,40.0,4.0,9108.0,4.15,28262.0,6.88,8195.0,-2.37,313.57,7.13,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1828157,44,1856,1089
1591,2026-09-03,Monthly,2025-02-01,2025-02-28,12,State,New Jersey,7422.0,4.79,494500.0,7.5,40.0,4.0,9108.0,4.15,28262.0,6.88,8195.0,-2.37,313.57,7.13,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,542144,46,7780,7318
1592,2026-09-03,Monthly,2025-02-01,2025-02-28,14,State,New Mexico,1813.0,8.81,342975.0,5.56,51.0,9.0,2294.0,17.66,8858.0,24.42,2045.0,6.57,205.38,4.26,2026-08-15,Rolling 3 months,2025-04-30,Luxury,945548,67,767,361
1593,2026-09-03,Monthly,2025-02-01,2025-02-28,14,State,New Mexico,1813.0,8.81,342975.0,5.56,51.0,9.0,2294.0,17.66,8858.0,24.42,2045.0,6.57,205.38,4.26,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,341664,51,2276,1812
1594,2026-09-03,Monthly,2025-02-01,2025-02-28,16,State,New York,10851.0,9.84,503500.0,18.47,36.0,2.0,14057.0,3.58,50699.0,1.92,12163.0,2.18,317.3,18.96,2026-08-15,Rolling 3 months,2025-04-30,Luxury,2864674,66,4986,1858
1595,2026-09-03,Monthly,2025-02-01,2025-02-28,16,State,New York,10851.0,9.84,503500.0,18.47,36.0,2.0,14057.0,3.58,50699.0,1.92,12163.0,2.18,317.3,18.96,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,640219,38,10644,8955
1596,2026-09-03,Monthly,2025-02-01,2025-02-28,18,State,North Carolina,12277.0,3.16,355000.0,0.25,47.0,10.0,15852.0,5.62,58282.0,22.82,13880.0,0.59,204.38,1.61,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1312273,49,4360,2360
1597,2026-09-03,Monthly,2025-02-01,2025-02-28,18,State,North Carolina,12277.0,3.16,355000.0,0.25,47.0,10.0,15852.0,5.62,58282.0,22.82,13880.0,0.59,204.38,1.61,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,380021,53,15512,12575
1598,2026-09-03,Monthly,2025-02-01,2025-02-28,20,State,North Dakota,646.0,5.64,292500.0,14.71,46.0,-18.0,698.0,-9.54,2678.0,-15.98,700.0,-2.47,165.48,10.47,2026-08-15,Rolling 3 months,2025-04-30,Luxury,764538,130,256,120
1599,2026-09-03,Monthly,2025-02-01,2025-02-28,20,State,North Dakota,646.0,5.64,292500.0,14.71,46.0,-18.0,698.0,-9.54,2678.0,-15.98,700.0,-2.47,165.48,10.47,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,301530,50,515,560
1600,2026-09-03,Monthly,2025-02-01,2025-02-28,22,State,Ohio,10896.0,-1.33,236000.0,7.27,39.0,7.0,13232.0,6.21,39598.0,12.4,13146.0,-4.03,161.69,6.29,2026-08-15,Rolling 3 months,2025-04-30,Luxury,808336,49,2761,2041
1601,2026-09-03,Monthly,2025-02-01,2025-02-28,22,State,Ohio,10896.0,-1.33,236000.0,7.27,39.0,7.0,13232.0,6.21,39598.0,12.4,13146.0,-4.03,161.69,6.29,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,239703,40,9377,10989
1602,2026-09-03,Monthly,2025-02-01,2025-02-28,23,State,Oklahoma,4082.0,6.26,245000.0,3.38,61.0,12.0,4977.0,-0.74,19639.0,16.81,4385.0,-3.68,153.84,4.04,2026-08-15,Rolling 3 months,2025-04-30,Luxury,760845,82,1480,702
1603,2026-09-03,Monthly,2025-02-01,2025-02-28,23,State,Oklahoma,4082.0,6.26,245000.0,3.38,61.0,12.0,4977.0,-0.74,19639.0,16.81,4385.0,-3.68,153.84,4.04,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,253881,47,4626,3946
1604,2026-09-03,Monthly,2025-02-01,2025-02-28,24,State,Oregon,3993.0,2.85,490000.0,1.03,37.0,0.0,4899.0,6.13,18938.0,15.49,4537.0,5.47,295.49,-0.17,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1356327,51,1589,701
1605,2026-09-03,Monthly,2025-02-01,2025-02-28,24,State,Oregon,3993.0,2.85,490000.0,1.03,37.0,0.0,4899.0,6.13,18938.0,15.49,4537.0,5.47,295.49,-0.17,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,516153,34,4284,3754
1606,2026-09-03,Monthly,2025-02-01,2025-02-28,26,State,Pennsylvania,10933.0,4.83,275688.0,8.11,35.0,4.0,12649.0,4.9,40061.0,6.48,11893.0,-0.19,179.71,3.64,2026-08-15,Rolling 3 months,2025-04-30,Luxury,906847,53,2777,1782
1607,2026-09-03,Monthly,2025-02-01,2025-02-28,26,State,Pennsylvania,10933.0,4.83,275688.0,8.11,35.0,4.0,12649.0,4.9,40061.0,6.48,11893.0,-0.19,179.71,3.64,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,277917,36,9615,10141
1608,2026-09-03,Monthly,2025-02-01,2025-02-28,28,State,Rhode Island,965.0,7.29,469900.0,8.3,28.0,1.0,1201.0,14.38,3062.0,9.46,969.0,-4.17,282.35,8.09,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1579375,42,301,159
1609,2026-09-03,Monthly,2025-02-01,2025-02-28,28,State,Rhode Island,965.0,7.29,469900.0,8.3,28.0,1.0,1201.0,14.38,3062.0,9.46,969.0,-4.17,282.35,8.09,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,483516,27,687,756
1610,2026-09-03,Monthly,2025-02-01,2025-02-28,30,State,South Carolina,7366.0,3.13,334900.0,1.18,68.0,10.0,9398.0,6.3,39691.0,14.05,8420.0,2.33,189.79,0.72,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1268776,72,2672,1343
1611,2026-09-03,Monthly,2025-02-01,2025-02-28,30,State,South Carolina,7366.0,3.13,334900.0,1.18,68.0,10.0,9398.0,6.3,39691.0,14.05,8420.0,2.33,189.79,0.72,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,337723,72,11219,7713
1612,2026-09-03,Monthly,2025-02-01,2025-02-28,32,State,South Dakota,800.0,7.36,319900.0,6.67,68.0,5.0,952.0,4.35,4152.0,15.0,840.0,4.62,188.32,2.02,2026-08-15,Rolling 3 months,2025-04-30,Luxury,916042,115,324,141
1613,2026-09-03,Monthly,2025-02-01,2025-02-28,32,State,South Dakota,800.0,7.36,319900.0,6.67,68.0,5.0,952.0,4.35,4152.0,15.0,840.0,4.62,188.32,2.02,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,329215,71,899,689
1614,2026-09-03,Monthly,2025-02-01,2025-02-28,34,State,Tennessee,8095.0,1.37,360000.0,2.86,60.0,4.0,10820.0,4.51,44191.0,16.5,9682.0,1.81,211.22,2.43,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1265989,89,3429,1560
1615,2026-09-03,Monthly,2025-02-01,2025-02-28,34,State,Tennessee,8095.0,1.37,360000.0,2.86,60.0,4.0,10820.0,4.51,44191.0,16.5,9682.0,1.81,211.22,2.43,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,376544,66,11325,8388
1616,2026-09-03,Monthly,2025-02-01,2025-02-28,36,State,Texas,27580.0,0.87,330000.0,-1.49,60.0,11.0,40503.0,6.51,173851.0,18.57,32710.0,1.71,178.81,-0.87,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1286766,54,12213,5458
1617,2026-09-03,Monthly,2025-02-01,2025-02-28,36,State,Texas,27580.0,0.87,330000.0,-1.49,60.0,11.0,40503.0,6.51,173851.0,18.57,32710.0,1.71,178.81,-0.87,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,344969,69,47924,29409
1618,2026-09-03,Monthly,2025-02-01,2025-02-28,38,State,Utah,3359.0,6.96,510200.0,3.35,47.0,8.0,4656.0,11.85,17119.0,18.74,3794.0,-0.5,246.49,1.38,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1514615,56,1478,688
1619,2026-09-03,Monthly,2025-02-01,2025-02-28,38,State,Utah,3359.0,6.96,510200.0,3.35,47.0,8.0,4656.0,11.85,17119.0,18.74,3794.0,-0.5,246.49,1.38,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,509361,44,4288,3421
1620,2026-09-03,Monthly,2025-02-01,2025-02-28,40,State,Vermont,645.0,8.9,387682.0,12.37,57.0,14.0,722.0,-5.0,3082.0,18.91,679.0,-4.25,256.96,6.33,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1509479,100,194,68
1621,2026-09-03,Monthly,2025-02-01,2025-02-28,40,State,Vermont,645.0,8.9,387682.0,12.37,57.0,14.0,722.0,-5.0,3082.0,18.91,679.0,-4.25,256.96,6.33,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,422686,55,463,417
1622,2026-09-03,Monthly,2025-02-01,2025-02-28,42,State,Virginia,8675.0,2.84,405000.0,6.58,29.0,2.0,10089.0,0.4,30005.0,11.85,9764.0,1.55,227.27,5.65,2026-08-15,Rolling 3 months,2025-04-30,Luxury,1516737,28,2123,1541
1623,2026-09-03,Monthly,2025-02-01,2025-02-28,42,State,Virginia,8675.0,2.84,405000.0,6.58,29.0,2.0,10089.0,0.4,30005.0,11.85,9764.0,1.55,227.27,5.65,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,398673,26,7133,8456
1624,2026-09-03,Monthly,2025-02-01,2025-02-28,44,State,Washington,7420.0,5.61,599000.0,3.28,20.0,3.0,8971.0,5.89,27483.0,17.12,8196.0,4.69,344.17,2.84,2026-08-15,Rolling 3 months,2025-04-30,Luxury,2136079,18,2070,1230
1625,2026-09-03,Monthly,2025-02-01,2025-02-28,44,State,Washington,7420.0,5.61,599000.0,3.28,20.0,3.0,8971.0,5.89,27483.0,17.12,8196.0,4.69,344.17,2.84,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,595272,18,6235,6963
1626,2026-09-03,Monthly,2025-02-01,2025-02-28,46,State,West Virginia,1191.0,3.97,245000.0,6.52,58.0,-1.0,1445.0,-1.01,5434.0,7.46,1506.0,28.09,140.79,1.29,2026-08-15,Rolling 3 months,2025-04-30,Luxury,641944,83,303,181
1627,2026-09-03,Monthly,2025-02-01,2025-02-28,46,State,West Virginia,1191.0,3.97,245000.0,6.52,58.0,-1.0,1445.0,-1.01,5434.0,7.46,1506.0,28.09,140.79,1.29,2026-08-15,Rolling 3 months,2025-04-30,Non-Luxury,216102,57,1195,1134
1628,2026-09-03,Monthly,2025-02-01,2025-02-28,48,State,Wisconsin,5682.0,3.32,305000.0,10.91,49.0,2.0,6324.0,2.71,21331.0,8.17,6003.0,-0.63,188.85,6.37,2026-08-15,Rolling 3 months,2025-04-30,Luxury,930936,69,1371,795
